series_type,table_type,table_type_desc,country_code,country_type,country_english_name,year,period_type,period_number,period,period_in_date,trade_flow,trade_flow_desc,commodity_classification,commodity_group_code,commodity_group_name,partner_country_code,partner_country_english_name,base_year,currency_type,value,value_unit,value_type,value_type_desc,estimation_type,estimation_type_desc
T36.A.P.,T36,"Total trade - value, volume, unit value",410,C,"Korea, Republic of",1979,A,0,197952,01/01/1979,X,Exports,,1,Total,0,World,2000,,41.84009602,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",410,C,"Korea, Republic of",1978,A,0,197852,01/01/1978,X,Exports,,1,Total,0,World,2000,,35.63486128,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",410,C,"Korea, Republic of",1977,A,0,197752,01/01/1977,X,Exports,,1,Total,0,World,2000,,31.18635461,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",410,C,"Korea, Republic of",2005,A,0,200552,01/01/2005,X,Exports,,1,Total,0,World,2000,,86.74698795,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",410,C,"Korea, Republic of",2005,A,0,200552,01/01/2005,M,Imports,,1,Total,0,World,2000,,112.03717243,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",410,C,"Korea, Republic of",2014,A,0,201452,01/01/2014,X,Exports,,1,Total,0,World,2000,,81.34607395,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",410,C,"Korea, Republic of",1977,A,0,197752,01/01/1977,M,Imports,,1,Total,0,World,2000,,23.52764374,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",410,C,"Korea, Republic of",2006,A,0,200652,01/01/2006,X,Exports,,1,Total,0,World,2000,,79.62886027,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",410,C,"Korea, Republic of",2015,A,0,201552,01/01/2015,M,Imports,,1,Total,0,World,2000,,130.55839873,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",410,C,"Korea, Republic of",2002,A,0,200252,01/01/2002,M,Imports,,1,Total,0,World,2000,,97.12271125,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",410,C,"Korea, Republic of",2002,A,0,200252,01/01/2002,X,Exports,,1,Total,0,World,2000,,89.48899044,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",410,C,"Korea, Republic of",2006,A,0,200652,01/01/2006,M,Imports,,1,Total,0,World,2000,,113.07696057,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",410,C,"Korea, Republic of",2016,A,0,201652,01/01/2016,X,Exports,,1,Total,0,World,2000,,74.55107787,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",410,C,"Korea, Republic of",2016,A,0,201652,01/01/2016,M,Imports,,1,Total,0,World,2000,,125.03452422,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",410,C,"Korea, Republic of",1980,A,0,198052,01/01/1980,M,Imports,,1,Total,0,World,2000,,49.2755601,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",410,C,"Korea, Republic of",1981,A,0,198152,01/01/1981,X,Exports,,1,Total,0,World,2000,,63.52268845,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",410,C,"Korea, Republic of",1978,A,0,197852,01/01/1978,M,Imports,,1,Total,0,World,2000,,24.55004793,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",410,C,"Korea, Republic of",1979,A,0,197952,01/01/1979,M,Imports,,1,Total,0,World,2000,,31.05246056,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",170,C,Colombia,2001,A,0,200152,01/01/2001,X,Exports,,1,Total,0,World,2000,,98.11910757,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",170,C,Colombia,2002,A,0,200252,01/01/2002,M,Imports,,1,Total,0,World,2000,,114.78736286,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",170,C,Colombia,2002,A,0,200252,01/01/2002,X,Exports,,1,Total,0,World,2000,,102.43727174,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",170,C,Colombia,2005,A,0,200552,01/01/2005,M,Imports,,1,Total,0,World,2000,,126.52830375,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",170,C,Colombia,2005,A,0,200552,01/01/2005,X,Exports,,1,Total,0,World,2000,,123.25638437,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",170,C,Colombia,2006,A,0,200652,01/01/2006,M,Imports,,1,Total,0,World,2000,,129.05760454,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",170,C,Colombia,2006,A,0,200652,01/01/2006,X,Exports,,1,Total,0,World,2000,,134.75373991,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",620,C,Portugal,2006,A,0,200652,01/01/2006,M,Imports,,1,Total,0,World,2000,,95.40315285,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",620,C,Portugal,2005,A,0,200552,01/01/2005,M,Imports,,1,Total,0,World,2000,,94.7553558,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",620,C,Portugal,2006,A,0,200652,01/01/2006,X,Exports,,1,Total,0,World,2000,,98.73225819,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",620,C,Portugal,2002,A,0,200252,01/01/2002,M,Imports,,1,Total,0,World,2000,,89.10236175,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",620,C,Portugal,2004,A,0,200452,01/01/2004,M,Imports,,1,Total,0,World,2000,,93.72731122,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",620,C,Portugal,2005,A,0,200552,01/01/2005,X,Exports,,1,Total,0,World,2000,,96.27750977,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",620,C,Portugal,2002,A,0,200252,01/01/2002,X,Exports,,1,Total,0,World,2000,,94.28624113,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",620,C,Portugal,2001,A,0,200152,01/01/2001,M,Imports,,1,Total,0,World,2000,,91.52782322,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",620,C,Portugal,2001,A,0,200152,01/01/2001,X,Exports,,1,Total,0,World,2000,,95.68196316,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",620,C,Portugal,2000,A,0,200052,01/01/2000,X,Exports,,1,Total,0,World,2000,,100,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",620,C,Portugal,2000,A,0,200052,01/01/2000,M,Imports,,1,Total,0,World,2000,,100,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",620,C,Portugal,1999,A,0,199952,01/01/1999,X,Exports,,1,Total,0,World,2000,,94.55157085,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",620,C,Portugal,1999,A,0,199952,01/01/1999,M,Imports,,1,Total,0,World,2000,,91.7054838,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",620,C,Portugal,1994,A,0,199452,01/01/1994,M,Imports,,1,Total,0,World,2000,,95.12097473,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",620,C,Portugal,2010,A,0,201052,01/01/2010,X,Exports,,1,Total,0,World,2000,,99.67307232,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",620,C,Portugal,1993,A,0,199352,01/01/1993,M,Imports,,1,Total,0,World,2000,,94.67537967,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",620,C,Portugal,1994,A,0,199452,01/01/1994,X,Exports,,1,Total,0,World,2000,,101.33960609,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",620,C,Portugal,1992,A,0,199252,01/01/1992,M,Imports,,1,Total,0,World,2000,,84.99384059,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",620,C,Portugal,1993,A,0,199352,01/01/1993,X,Exports,,1,Total,0,World,2000,,99.66918507,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",620,C,Portugal,1991,A,0,199152,01/01/1991,M,Imports,,1,Total,0,World,2000,,89.47067542,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",620,C,Portugal,1992,A,0,199252,01/01/1992,X,Exports,,1,Total,0,World,2000,,90.61767403,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",620,C,Portugal,1990,A,0,199052,01/01/1990,M,Imports,,1,Total,0,World,2000,,89.2446057,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1988,A,0,198852,01/01/1988,M,Imports,,1,Total,0,World,2000,,40.32785552,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1989,A,0,198952,01/01/1989,X,Exports,,1,Total,0,World,2000,,46.79808524,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1989,A,0,198952,01/01/1989,M,Imports,,1,Total,0,World,2000,,45.36834683,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1990,A,0,199052,01/01/1990,X,Exports,,1,Total,0,World,2000,,49.26104662,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1990,A,0,199052,01/01/1990,M,Imports,,1,Total,0,World,2000,,51.06404453,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1991,A,0,199152,01/01/1991,X,Exports,,1,Total,0,World,2000,,54.5532626,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1991,A,0,199152,01/01/1991,M,Imports,,1,Total,0,World,2000,,58.52532301,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1992,A,0,199252,01/01/1992,X,Exports,,1,Total,0,World,2000,,58.05091463,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1992,A,0,199252,01/01/1992,M,Imports,,1,Total,0,World,2000,,65.88384876,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1993,A,0,199352,01/01/1993,X,Exports,,1,Total,0,World,2000,,64.62236325,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1993,A,0,199352,01/01/1993,M,Imports,,1,Total,0,World,2000,,73.89421655,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1994,A,0,199452,01/01/1994,X,Exports,,1,Total,0,World,2000,,70.22447967,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1994,A,0,199452,01/01/1994,M,Imports,,1,Total,0,World,2000,,80.69972791,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1995,A,0,199552,01/01/1995,M,Imports,,1,Total,0,World,2000,,86.33332539,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1996,A,0,199652,01/01/1996,X,Exports,,1,Total,0,World,2000,,83.46262094,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1996,A,0,199652,01/01/1996,M,Imports,,1,Total,0,World,2000,,88.12497985,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1997,A,0,199752,01/01/1997,X,Exports,,1,Total,0,World,2000,,84.81292928,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1997,A,0,199752,01/01/1997,M,Imports,,1,Total,0,World,2000,,89.89168207,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1998,A,0,199852,01/01/1998,X,Exports,,1,Total,0,World,2000,,86.76120904,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1998,A,0,199852,01/01/1998,M,Imports,,1,Total,0,World,2000,,95.18337789,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1961,A,0,196152,01/01/1961,M,Imports,,1,Total,0,World,2000,,1.50214,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1963,A,0,196352,01/01/1963,X,Exports,,1,Total,0,World,2000,,2.10063124,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1963,A,0,196352,01/01/1963,M,Imports,,1,Total,0,World,2000,,1.62245589,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1964,A,0,196452,01/01/1964,X,Exports,,1,Total,0,World,2000,,2.21478115,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1964,A,0,196452,01/01/1964,M,Imports,,1,Total,0,World,2000,,1.67468736,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1965,A,0,196552,01/01/1965,M,Imports,,1,Total,0,World,2000,,1.6408897,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1965,A,0,196552,01/01/1965,X,Exports,,1,Total,0,World,2000,,2.28562296,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2014,A,0,201452,01/01/2014,X,Exports,,1,Total,0,World,2000,,140.74027874,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1995,A,0,199552,01/01/1995,X,Exports,,1,Total,0,World,2000,,77.39571883,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2014,A,0,201452,01/01/2014,M,Imports,,1,Total,0,World,2000,,147.56302191,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2011,A,0,201152,01/01/2011,X,Exports,,1,Total,0,World,2000,,141.40165956,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2011,A,0,201152,01/01/2011,M,Imports,,1,Total,0,World,2000,,150.83905389,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2013,A,0,201352,01/01/2013,X,Exports,,1,Total,0,World,2000,,144.59941632,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2013,A,0,201352,01/01/2013,M,Imports,,1,Total,0,World,2000,,153.29642833,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2012,A,0,201252,01/01/2012,X,Exports,,1,Total,0,World,2000,,147.13839101,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2012,A,0,201252,01/01/2012,M,Imports,,1,Total,0,World,2000,,157.59297861,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1977,A,0,197752,01/01/1977,X,Exports,,1,Total,0,World,2000,,7.14547259,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1977,A,0,197752,01/01/1977,M,Imports,,1,Total,0,World,2000,,5.422667,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1978,A,0,197852,01/01/1978,X,Exports,,1,Total,0,World,2000,,7.50581469,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1978,A,0,197852,01/01/1978,M,Imports,,1,Total,0,World,2000,,6.12239491,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1979,A,0,197952,01/01/1979,X,Exports,,1,Total,0,World,2000,,9.43236894,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1979,A,0,197952,01/01/1979,M,Imports,,1,Total,0,World,2000,,7.34356842,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1980,A,0,198052,01/01/1980,X,Exports,,1,Total,0,World,2000,,11.9144181,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1980,A,0,198052,01/01/1980,M,Imports,,1,Total,0,World,2000,,9.42684159,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1981,A,0,198152,01/01/1981,X,Exports,,1,Total,0,World,2000,,14.90497686,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1981,A,0,198152,01/01/1981,M,Imports,,1,Total,0,World,2000,,12.34535573,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1982,A,0,198252,01/01/1982,X,Exports,,1,Total,0,World,2000,,16.11729179,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1982,A,0,198252,01/01/1982,M,Imports,,1,Total,0,World,2000,,14.25193064,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1983,A,0,198352,01/01/1983,X,Exports,,1,Total,0,World,2000,,19.28217442,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1983,A,0,198352,01/01/1983,M,Imports,,1,Total,0,World,2000,,17.26820707,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1984,A,0,198452,01/01/1984,X,Exports,,1,Total,0,World,2000,,25.00240384,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1984,A,0,198452,01/01/1984,M,Imports,,1,Total,0,World,2000,,21.40621255,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1985,A,0,198552,01/01/1985,X,Exports,,1,Total,0,World,2000,,30.53201525,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1985,A,0,198552,01/01/1985,M,Imports,,1,Total,0,World,2000,,26.40198609,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",364,C,Iran (Islamic Rep. of),1995,A,0,199552,01/01/1995,M,Imports,,1,Total,0,World,2000,,102.475,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",364,C,Iran (Islamic Rep. of),1995,A,0,199552,01/01/1995,X,Exports,,1,Total,0,World,2000,,178.732,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",364,C,Iran (Islamic Rep. of),1998,A,0,199852,01/01/1998,M,Imports,,1,Total,0,World,2000,,145.05,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",364,C,Iran (Islamic Rep. of),1998,A,0,199852,01/01/1998,X,Exports,,1,Total,0,World,2000,,79.9488,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",364,C,Iran (Islamic Rep. of),1997,A,0,199752,01/01/1997,M,Imports,,1,Total,0,World,2000,,107.261,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",364,C,Iran (Islamic Rep. of),1997,A,0,199752,01/01/1997,X,Exports,,1,Total,0,World,2000,,127.226,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",364,C,Iran (Islamic Rep. of),1996,A,0,199652,01/01/1996,M,Imports,,1,Total,0,World,2000,,118.812,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",364,C,Iran (Islamic Rep. of),1996,A,0,199652,01/01/1996,X,Exports,,1,Total,0,World,2000,,169.507,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",364,C,Iran (Islamic Rep. of),1999,A,0,199952,01/01/1999,X,Exports,,1,Total,0,World,2000,,110.634,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",364,C,Iran (Islamic Rep. of),2000,A,0,200052,01/01/2000,X,Exports,,1,Total,0,World,2000,,100,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",364,C,Iran (Islamic Rep. of),1999,A,0,199952,01/01/1999,M,Imports,,1,Total,0,World,2000,,114.123,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",364,C,Iran (Islamic Rep. of),2000,A,0,200052,01/01/2000,M,Imports,,1,Total,0,World,2000,,100,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",862,C,Venezuela (Bolivarian Rep. of),2000,A,0,200052,01/01/2000,M,Imports,,1,Total,0,World,2000,,100,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",862,C,Venezuela (Bolivarian Rep. of),2001,A,0,200152,01/01/2001,M,Imports,,1,Total,0,World,2000,,111.2160831,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",862,C,Venezuela (Bolivarian Rep. of),2002,A,0,200252,01/01/2002,M,Imports,,1,Total,0,World,2000,,170.83907943,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",862,C,Venezuela (Bolivarian Rep. of),1966,A,0,196652,01/01/1966,M,Imports,,1,Total,0,World,2000,,0.22880272,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",862,C,Venezuela (Bolivarian Rep. of),1967,A,0,196752,01/01/1967,M,Imports,,1,Total,0,World,2000,,0.23519477,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",862,C,Venezuela (Bolivarian Rep. of),1968,A,0,196852,01/01/1968,M,Imports,,1,Total,0,World,2000,,0.23975016,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",862,C,Venezuela (Bolivarian Rep. of),1969,A,0,196952,01/01/1969,M,Imports,,1,Total,0,World,2000,,0.24474434,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",862,C,Venezuela (Bolivarian Rep. of),1970,A,0,197052,01/01/1970,M,Imports,,1,Total,0,World,2000,,0.25207576,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",862,C,Venezuela (Bolivarian Rep. of),1971,A,0,197152,01/01/1971,M,Imports,,1,Total,0,World,2000,,0.26478195,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",862,C,Venezuela (Bolivarian Rep. of),2003,A,0,200352,01/01/2003,M,Imports,,1,Total,0,World,2000,,265.19477031,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",862,C,Venezuela (Bolivarian Rep. of),2004,A,0,200452,01/01/2004,M,Imports,,1,Total,0,World,2000,,342.43753918,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",862,C,Venezuela (Bolivarian Rep. of),2005,A,0,200552,01/01/2005,M,Imports,,1,Total,0,World,2000,,385.77594699,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",862,C,Venezuela (Bolivarian Rep. of),2006,A,0,200652,01/01/2006,M,Imports,,1,Total,0,World,2000,,416.97143369,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",608,C,Philippines,2006,A,0,200652,01/01/2006,X,Exports,,1,Total,0,World,2000,,101.01832931,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",608,C,Philippines,2005,A,0,200552,01/01/2005,M,Imports,,1,Total,0,World,2000,,117.04832223,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",608,C,Philippines,1999,A,0,199952,01/01/1999,X,Exports,,1,Total,0,World,2000,,106.72074521,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",608,C,Philippines,1999,A,0,199952,01/01/1999,M,Imports,,1,Total,0,World,2000,,104.8345639,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",608,C,Philippines,2005,A,0,200552,01/01/2005,X,Exports,,1,Total,0,World,2000,,103.73121168,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",608,C,Philippines,2004,A,0,200452,01/01/2004,M,Imports,,1,Total,0,World,2000,,102.54451348,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",608,C,Philippines,2004,A,0,200452,01/01/2004,X,Exports,,1,Total,0,World,2000,,94.36251984,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",608,C,Philippines,2003,A,0,200352,01/01/2003,M,Imports,,1,Total,0,World,2000,,101.35366385,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",608,C,Philippines,2003,A,0,200352,01/01/2003,X,Exports,,1,Total,0,World,2000,,96.39928218,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",608,C,Philippines,1990,A,0,199052,01/01/1990,X,Exports,,1,Total,0,World,2000,,83.66606848,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",608,C,Philippines,1990,A,0,199052,01/01/1990,M,Imports,,1,Total,0,World,2000,,95.66406195,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",608,C,Philippines,1998,A,0,199852,01/01/1998,M,Imports,,1,Total,0,World,2000,,111.95929528,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",608,C,Philippines,1997,A,0,199752,01/01/1997,M,Imports,,1,Total,0,World,2000,,108.90585569,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",608,C,Philippines,1998,A,0,199852,01/01/1998,X,Exports,,1,Total,0,World,2000,,96.94501208,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",608,C,Philippines,1997,A,0,199752,01/01/1997,X,Exports,,1,Total,0,World,2000,,89.61308258,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",608,C,Philippines,1995,A,0,199552,01/01/1995,M,Imports,,1,Total,0,World,2000,,101.78112432,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",608,C,Philippines,1996,A,0,199652,01/01/1996,M,Imports,,1,Total,0,World,2000,,106.36134222,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",608,C,Philippines,1996,A,0,199652,01/01/1996,X,Exports,,1,Total,0,World,2000,,86.55809467,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",608,C,Philippines,1994,A,0,199452,01/01/1994,M,Imports,,1,Total,0,World,2000,,104.8243807,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",608,C,Philippines,1995,A,0,199552,01/01/1995,X,Exports,,1,Total,0,World,2000,,81.46644814,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",608,C,Philippines,1994,A,0,199452,01/01/1994,X,Exports,,1,Total,0,World,2000,,80.81470494,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",608,C,Philippines,1993,A,0,199352,01/01/1993,X,Exports,,1,Total,0,World,2000,,80.48069043,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",608,C,Philippines,1993,A,0,199352,01/01/1993,M,Imports,,1,Total,0,World,2000,,103.7149967,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",608,C,Philippines,1991,A,0,199152,01/01/1991,X,Exports,,1,Total,0,World,2000,,85.29537463,,P,Price,A,Actual
