series_type,table_type,table_type_desc,country_code,country_type,country_english_name,year,period_type,period_number,period,period_in_date,trade_flow,trade_flow_desc,commodity_classification,commodity_group_code,commodity_group_name,partner_country_code,partner_country_english_name,base_year,currency_type,value,value_unit,value_type,value_type_desc,estimation_type,estimation_type_desc
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1996,A,0,199652,01/01/1996,M,Imports,,1,Total,0,World,2000,,95.97819392,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1996,A,0,199652,01/01/1996,X,Exports,,1,Total,0,World,2000,,97.56610837,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1997,A,0,199752,01/01/1997,M,Imports,,1,Total,0,World,2000,,97.45607074,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1997,A,0,199752,01/01/1997,X,Exports,,1,Total,0,World,2000,,97.82762053,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1998,A,0,199852,01/01/1998,M,Imports,,1,Total,0,World,2000,,97.29974371,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1986,A,0,198652,01/01/1986,X,Exports,,1,Total,0,World,2000,,93.26928071,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1986,A,0,198652,01/01/1986,M,Imports,,1,Total,0,World,2000,,94.84450982,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1987,A,0,198752,01/01/1987,X,Exports,,1,Total,0,World,2000,,91.13163248,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1987,A,0,198752,01/01/1987,M,Imports,,1,Total,0,World,2000,,90.7658886,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",392,C,Japan,1967,A,0,196752,01/01/1967,X,Exports,,1,Total,0,World,2000,,106.45525652,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",392,C,Japan,1967,A,0,196752,01/01/1967,M,Imports,,1,Total,0,World,2000,,60.3342935,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",392,C,Japan,1968,A,0,196852,01/01/1968,X,Exports,,1,Total,0,World,2000,,106.52829323,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",392,C,Japan,1968,A,0,196852,01/01/1968,M,Imports,,1,Total,0,World,2000,,60.52122486,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",392,C,Japan,1969,A,0,196952,01/01/1969,M,Imports,,1,Total,0,World,2000,,61.80929488,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",392,C,Japan,1969,A,0,196952,01/01/1969,X,Exports,,1,Total,0,World,2000,,109.50241616,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",392,C,Japan,1970,A,0,197052,01/01/1970,M,Imports,,1,Total,0,World,2000,,63.88398211,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",392,C,Japan,1970,A,0,197052,01/01/1970,X,Exports,,1,Total,0,World,2000,,114.30330619,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",392,C,Japan,1971,A,0,197152,01/01/1971,M,Imports,,1,Total,0,World,2000,,63.85449965,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",392,C,Japan,1971,A,0,197152,01/01/1971,X,Exports,,1,Total,0,World,2000,,112.67271909,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",392,C,Japan,2003,A,0,200352,01/01/2003,X,Exports,,1,Total,0,World,2000,,97.74690231,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",392,C,Japan,2003,A,0,200352,01/01/2003,M,Imports,,1,Total,0,World,2000,,100.11805531,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",392,C,Japan,2004,A,0,200452,01/01/2004,X,Exports,,1,Total,0,World,2000,,96.4526238,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",392,C,Japan,2004,A,0,200452,01/01/2004,M,Imports,,1,Total,0,World,2000,,104.30682337,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",392,C,Japan,2005,A,0,200552,01/01/2005,M,Imports,,1,Total,0,World,2000,,117.99421391,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",392,C,Japan,2005,A,0,200552,01/01/2005,X,Exports,,1,Total,0,World,2000,,98.30401957,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",392,C,Japan,2006,A,0,200652,01/01/2006,M,Imports,,1,Total,0,World,2000,,134.40490588,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",392,C,Japan,2006,A,0,200652,01/01/2006,X,Exports,,1,Total,0,World,2000,,101.33504319,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",203,C,Czechia,2013,A,0,201352,01/01/2013,M,Imports,,1,Total,0,World,2000,,93.95032802,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",203,C,Czechia,2013,A,0,201352,01/01/2013,X,Exports,,1,Total,0,World,2000,,96.80454985,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",203,C,Czechia,2014,A,0,201452,01/01/2014,M,Imports,,1,Total,0,World,2000,,95.6918463,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",203,C,Czechia,2014,A,0,201452,01/01/2014,X,Exports,,1,Total,0,World,2000,,100.27909003,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",203,C,Czechia,2004,A,0,200452,01/01/2004,M,Imports,,1,Total,0,World,2000,,91.28397376,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",203,C,Czechia,2004,A,0,200452,01/01/2004,X,Exports,,1,Total,0,World,2000,,97.96708616,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",203,C,Czechia,2005,A,0,200552,01/01/2005,M,Imports,,1,Total,0,World,2000,,91.65885661,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",203,C,Czechia,2005,A,0,200552,01/01/2005,X,Exports,,1,Total,0,World,2000,,96.51500484,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",203,C,Czechia,2006,A,0,200652,01/01/2006,M,Imports,,1,Total,0,World,2000,,92.31490159,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",203,C,Czechia,2006,A,0,200652,01/01/2006,X,Exports,,1,Total,0,World,2000,,95.74056147,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",203,C,Czechia,1998,A,0,199852,01/01/1998,M,Imports,,1,Total,0,World,2000,,87.69915651,,P,Price,C,Calculate
T36.A.P.,T36,"Total trade - value, volume, unit value",203,C,Czechia,2009,A,0,200952,01/01/2009,M,Imports,,1,Total,0,World,2000,,84.87610122,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",203,C,Czechia,2009,A,0,200952,01/01/2009,X,Exports,,1,Total,0,World,2000,,92.36485963,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",203,C,Czechia,2010,A,0,201052,01/01/2010,M,Imports,,1,Total,0,World,2000,,86.61761949,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",203,C,Czechia,2010,A,0,201052,01/01/2010,X,Exports,,1,Total,0,World,2000,,91.39970958,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",203,C,Czechia,2016,A,0,201652,01/01/2016,M,Imports,,1,Total,0,World,2000,,90.00899719,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",203,C,Czechia,2016,A,0,201652,01/01/2016,X,Exports,,1,Total,0,World,2000,,95.45333979,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",246,C,Finland,2016,A,0,201652,01/01/2016,X,Exports,,1,Total,0,World,2000,,84.78689232,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",246,C,Finland,1990,A,0,199052,01/01/1990,X,Exports,,1,Total,0,World,2000,,83.92366808,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",246,C,Finland,2015,A,0,201552,01/01/2015,M,Imports,,1,Total,0,World,2000,,111.43281895,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",246,C,Finland,1988,A,0,198852,01/01/1988,M,Imports,,1,Total,0,World,2000,,72.98470194,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",246,C,Finland,1990,A,0,199052,01/01/1990,M,Imports,,1,Total,0,World,2000,,76.82279264,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",246,C,Finland,1986,A,0,198652,01/01/1986,M,Imports,,1,Total,0,World,2000,,74.62177693,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",246,C,Finland,1986,A,0,198652,01/01/1986,X,Exports,,1,Total,0,World,2000,,74.38416372,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",246,C,Finland,1987,A,0,198752,01/01/1987,M,Imports,,1,Total,0,World,2000,,73.42267959,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",246,C,Finland,1987,A,0,198752,01/01/1987,X,Exports,,1,Total,0,World,2000,,75.68163371,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",246,C,Finland,1988,A,0,198852,01/01/1988,X,Exports,,1,Total,0,World,2000,,79.36274933,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",246,C,Finland,1989,A,0,198952,01/01/1989,M,Imports,,1,Total,0,World,2000,,76.05622048,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",246,C,Finland,1989,A,0,198952,01/01/1989,X,Exports,,1,Total,0,World,2000,,84.17425093,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",100,C,Bulgaria,2006,A,0,200652,01/01/2006,M,Imports,,1,Total,0,World,2000,,113.52693548,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",100,C,Bulgaria,2003,A,0,200352,01/01/2003,M,Imports,,1,Total,0,World,2000,,90.4042491,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",100,C,Bulgaria,2006,A,0,200652,01/01/2006,X,Exports,,1,Total,0,World,2000,,118.56959281,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2001,A,0,200152,01/01/2001,X,Exports,,1,Total,0,World,2000,,100.67723317,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2003,A,0,200352,01/01/2003,X,Exports,,1,Total,0,World,2000,,101.53209061,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2003,A,0,200352,01/01/2003,M,Imports,,1,Total,0,World,2000,,104.13351968,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2006,A,0,200652,01/01/2006,X,Exports,,1,Total,0,World,2000,,115.91848774,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2006,A,0,200652,01/01/2006,M,Imports,,1,Total,0,World,2000,,121.76059033,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2005,A,0,200552,01/01/2005,X,Exports,,1,Total,0,World,2000,,110.58222302,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2005,A,0,200552,01/01/2005,M,Imports,,1,Total,0,World,2000,,116.85004689,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2004,A,0,200452,01/01/2004,X,Exports,,1,Total,0,World,2000,,106.61536742,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2004,A,0,200452,01/01/2004,M,Imports,,1,Total,0,World,2000,,107.35165687,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1966,A,0,196652,01/01/1966,M,Imports,,1,Total,0,World,2000,,1.6408897,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1966,A,0,196652,01/01/1966,X,Exports,,1,Total,0,World,2000,,2.35456769,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1967,A,0,196752,01/01/1967,M,Imports,,1,Total,0,World,2000,,1.62552585,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1967,A,0,196752,01/01/1967,X,Exports,,1,Total,0,World,2000,,2.310402,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1968,A,0,196852,01/01/1968,M,Imports,,1,Total,0,World,2000,,1.60913869,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1968,A,0,196852,01/01/1968,X,Exports,,1,Total,0,World,2000,,2.30659484,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1969,A,0,196952,01/01/1969,M,Imports,,1,Total,0,World,2000,,1.67303322,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1969,A,0,196952,01/01/1969,X,Exports,,1,Total,0,World,2000,,2.41016785,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1970,A,0,197052,01/01/1970,M,Imports,,1,Total,0,World,2000,,1.81437781,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1970,A,0,197052,01/01/1970,X,Exports,,1,Total,0,World,2000,,2.48275082,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1971,A,0,197152,01/01/1971,M,Imports,,1,Total,0,World,2000,,2.00387461,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1971,A,0,197152,01/01/1971,X,Exports,,1,Total,0,World,2000,,2.54632914,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2002,A,0,200252,01/01/2002,M,Imports,,1,Total,0,World,2000,,103.43485715,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2002,A,0,200252,01/01/2002,X,Exports,,1,Total,0,World,2000,,101.81470422,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2001,A,0,200152,01/01/2001,M,Imports,,1,Total,0,World,2000,,103.12954274,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2000,A,0,200052,01/01/2000,M,Imports,,1,Total,0,World,2000,,100,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2016,A,0,201652,01/01/2016,M,Imports,,1,Total,0,World,2000,,128.35400771,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2015,A,0,201552,01/01/2015,X,Exports,,1,Total,0,World,2000,,124.74226938,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1999,A,0,199952,01/01/1999,M,Imports,,1,Total,0,World,2000,,95.44159145,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2000,A,0,200052,01/01/2000,X,Exports,,1,Total,0,World,2000,,100,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2016,A,0,201652,01/01/2016,X,Exports,,1,Total,0,World,2000,,116.31063849,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1972,A,0,197252,01/01/1972,M,Imports,,1,Total,0,World,2000,,2.23228567,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1972,A,0,197252,01/01/1972,X,Exports,,1,Total,0,World,2000,,2.81758623,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1973,A,0,197352,01/01/1973,M,Imports,,1,Total,0,World,2000,,2.73853564,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1973,A,0,197352,01/01/1973,X,Exports,,1,Total,0,World,2000,,4.12366392,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1974,A,0,197452,01/01/1974,M,Imports,,1,Total,0,World,2000,,3.76932922,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1974,A,0,197452,01/01/1974,X,Exports,,1,Total,0,World,2000,,4.8742207,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1975,A,0,197552,01/01/1975,M,Imports,,1,Total,0,World,2000,,4.20801191,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1975,A,0,197552,01/01/1975,X,Exports,,1,Total,0,World,2000,,5.01826918,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1976,A,0,197652,01/01/1976,X,Exports,,1,Total,0,World,2000,,5.93671794,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1976,A,0,197652,01/01/1976,M,Imports,,1,Total,0,World,2000,,4.83813991,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1999,A,0,199952,01/01/1999,X,Exports,,1,Total,0,World,2000,,88.06201127,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2015,A,0,201552,01/01/2015,M,Imports,,1,Total,0,World,2000,,132.00740717,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2007,A,0,200752,01/01/2007,X,Exports,,1,Total,0,World,2000,,119.4106824,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2007,A,0,200752,01/01/2007,M,Imports,,1,Total,0,World,2000,,124.93863573,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2010,A,0,201052,01/01/2010,X,Exports,,1,Total,0,World,2000,,129.93729226,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2010,A,0,201052,01/01/2010,M,Imports,,1,Total,0,World,2000,,140.18108593,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2009,A,0,200952,01/01/2009,X,Exports,,1,Total,0,World,2000,,119.39716893,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2009,A,0,200952,01/01/2009,M,Imports,,1,Total,0,World,2000,,131.47556013,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2008,A,0,200852,01/01/2008,X,Exports,,1,Total,0,World,2000,,127.04150977,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,2008,A,0,200852,01/01/2008,M,Imports,,1,Total,0,World,2000,,133.8348078,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1986,A,0,198652,01/01/1986,X,Exports,,1,Total,0,World,2000,,33.29682095,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1986,A,0,198652,01/01/1986,M,Imports,,1,Total,0,World,2000,,31.83119954,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1987,A,0,198752,01/01/1987,X,Exports,,1,Total,0,World,2000,,35.83514596,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1987,A,0,198752,01/01/1987,M,Imports,,1,Total,0,World,2000,,35.35647349,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",300,C,Greece,1988,A,0,198852,01/01/1988,X,Exports,,1,Total,0,World,2000,,40.95961289,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1988,A,0,198852,01/01/1988,X,Exports,,1,Total,0,World,2000,,93.1537263,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1988,A,0,198852,01/01/1988,M,Imports,,1,Total,0,World,2000,,92.13867449,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1989,A,0,198952,01/01/1989,X,Exports,,1,Total,0,World,2000,,90.82489397,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1989,A,0,198952,01/01/1989,M,Imports,,1,Total,0,World,2000,,94.6263579,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1990,A,0,199052,01/01/1990,X,Exports,,1,Total,0,World,2000,,90.5454211,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1990,A,0,199052,01/01/1990,M,Imports,,1,Total,0,World,2000,,92.23078561,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1972,A,0,197252,01/01/1972,M,Imports,,1,Total,0,World,2000,,55.0715199,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1972,A,0,197252,01/01/1972,X,Exports,,1,Total,0,World,2000,,55.01980005,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1973,A,0,197352,01/01/1973,M,Imports,,1,Total,0,World,2000,,57.13098338,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1973,A,0,197352,01/01/1973,X,Exports,,1,Total,0,World,2000,,58.13187051,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1974,A,0,197452,01/01/1974,M,Imports,,1,Total,0,World,2000,,68.11440907,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1974,A,0,197452,01/01/1974,X,Exports,,1,Total,0,World,2000,,67.88593872,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1975,A,0,197552,01/01/1975,X,Exports,,1,Total,0,World,2000,,70.44176837,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1975,A,0,197552,01/01/1975,M,Imports,,1,Total,0,World,2000,,70.67780805,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1976,A,0,197652,01/01/1976,X,Exports,,1,Total,0,World,2000,,70.37782394,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1976,A,0,197652,01/01/1976,M,Imports,,1,Total,0,World,2000,,72.17549616,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1982,A,0,198252,01/01/1982,M,Imports,,1,Total,0,World,2000,,98.70440983,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1982,A,0,198252,01/01/1982,X,Exports,,1,Total,0,World,2000,,90.419047,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1983,A,0,198352,01/01/1983,M,Imports,,1,Total,0,World,2000,,97.07293857,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1983,A,0,198352,01/01/1983,X,Exports,,1,Total,0,World,2000,,90.130161,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1984,A,0,198452,01/01/1984,M,Imports,,1,Total,0,World,2000,,100.53479102,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1984,A,0,198452,01/01/1984,X,Exports,,1,Total,0,World,2000,,93.32705791,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1985,A,0,198552,01/01/1985,X,Exports,,1,Total,0,World,2000,,96.56247295,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1985,A,0,198552,01/01/1985,M,Imports,,1,Total,0,World,2000,,103.81765869,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,2011,A,0,201152,01/01/2011,M,Imports,,1,Total,0,World,2000,,121.25762991,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,2011,A,0,201152,01/01/2011,X,Exports,,1,Total,0,World,2000,,112.53895092,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1963,A,0,196352,01/01/1963,X,Exports,,1,Total,0,World,2000,,47.05173981,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1963,A,0,196352,01/01/1963,M,Imports,,1,Total,0,World,2000,,50.87050133,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1964,A,0,196452,01/01/1964,X,Exports,,1,Total,0,World,2000,,48.01436856,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1964,A,0,196452,01/01/1964,M,Imports,,1,Total,0,World,2000,,50.08340098,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1965,A,0,196552,01/01/1965,X,Exports,,1,Total,0,World,2000,,49.36877867,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1965,A,0,196552,01/01/1965,M,Imports,,1,Total,0,World,2000,,50.18883349,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,2007,A,0,200752,01/01/2007,M,Imports,,1,Total,0,World,2000,,109.61177838,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,2007,A,0,200752,01/01/2007,X,Exports,,1,Total,0,World,2000,,105.70468709,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,2008,A,0,200852,01/01/2008,M,Imports,,1,Total,0,World,2000,,114.73925949,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,2008,A,0,200852,01/01/2008,X,Exports,,1,Total,0,World,2000,,108.19300182,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,2009,A,0,200952,01/01/2009,M,Imports,,1,Total,0,World,2000,,108.04645862,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1971,A,0,197152,01/01/1971,M,Imports,,1,Total,0,World,2000,,54.90619809,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,1971,A,0,197152,01/01/1971,X,Exports,,1,Total,0,World,2000,,54.23558816,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,2003,A,0,200352,01/01/2003,M,Imports,,1,Total,0,World,2000,,96.7537946,,P,Price,A,Actual
T36.A.P.,T36,"Total trade - value, volume, unit value",40,C,Austria,2003,A,0,200352,01/01/2003,X,Exports,,1,Total,0,World,2000,,98.65413745,,P,Price,A,Actual
